timestamp,angle,torque,speed
1479424214787219361,0.00349065847695,0.125,22.8805561066
1479424214807231859,0.00349065847695,0.125,22.8861103058
1479424214827300730,0.00349065847695,0.125,22.8916664124
1479424214847355643,0.00349065847695,0.1875,22.8972225189
1479424214867355824,0.00349065847695,0.0,22.9027786255
1479424214887364135,0.00349065847695,0.0625,22.9055557251
1479424214907399816,0.00349065847695,0.25,22.9083328247
1479424214927455132,0.00349065847695,-0.0625,22.9111118317
1479424214947476806,0.00174532923847,0.0,22.9138889313
1479424214967638631,0.00174532923847,-0.0625,22.9138889313
1479424214987608507,0.00174532923847,0.25,22.9222221375
1479424215007651861,0.00174532923847,-0.0625,22.9166660309
1479424215027637427,0.00174532923847,0.125,22.9111118317
1479424215047670967,0.00174532923847,-0.1875,22.9138889313
1479424215067703294,0.0,-0.125,22.9138889313
1479424215087827569,-0.00349065847695,-0.25,22.9111118317
1479424215107787727,-0.00523598771542,-0.25,22.9083328247
1479424215127809267,-0.0069813169539,-0.1875,22.9111118317
1479424215147880305,-0.0104719754308,-0.25,22.9111118317
1479424215167852446,-0.0104719754308,-0.1875,22.9194450378
1479424215187945498,-0.0104719754308,-0.25,22.9249992371
1479424215207962551,-0.0122173046693,-0.125,22.9388885498
1479424215227994688,-0.0122173046693,-0.1875,22.947221756
1479424215248047727,-0.0122173046693,-0.1875,22.947221756
1479424215268047655,-0.0139626339078,-0.1875,22.9583339691
1479424215288069542,-0.0139626339078,-0.375,22.9722213745
1479424215308153483,-0.0157079640776,-0.25,22.9833335876
1479424215328163849,-0.0157079640776,-0.3125,22.9861106873
1479424215348160393,-0.0157079640776,0.0,22.9944438934
1479424215368202474,-0.0157079640776,-0.125,23.0
1479424215388266825,-0.0157079640776,-0.375,22.9944438934
1479424215408293846,-0.0191986225545,-0.625,22.9944438934
1479424215428329197,-0.0226892810315,-0.4375,22.9972229004
1479424215448359436,-0.0261799395084,-0.3125,23.0027770996
1479424215468401919,-0.0279252678156,-0.375,22.9944438934
1479424215488393291,-0.0279252678156,0.0,22.9888896942
1479424215508435095,-0.0261799395084,0.1875,22.980556488
1479424215528481355,-0.0209439508617,0.1875,22.9750003815
1479424215548521625,-0.0191986225545,0.1875,22.9666671753
1479424215568535561,-0.0157079640776,0.0625,22.9527778625
1479424215588641437,-0.0157079640776,0.0,22.9555549622
1479424215608644417,-0.0174532923847,-0.125,22.9500007629
1479424215628648434,-0.0191986225545,-0.375,22.947221756
1479424215648694646,-0.0209439508617,-0.375,22.9444446564
1479424215668700580,-0.0209439508617,-0.25,22.9555549622
1479424215688745678,-0.0226892810315,-0.3125,22.9611110687
1479424215708789380,-0.0226892810315,-0.3125,22.9583339691
1479424215728834102,-0.0226892810315,-0.1875,22.9638881683
1479424215748838217,-0.0226892810315,-0.1875,22.9666671753
1479424215768875547,-0.0226892810315,-0.0625,22.980556488
1479424215788910794,-0.0209439508617,0.375,22.980556488
1479424215808970155,-0.0157079640776,0.5625,22.9861106873
1479424215828969752,-0.0104719754308,0.4375,22.9916667938
1479424215849020144,-0.00349065847695,0.4375,23.0
1479424215869060453,0.0,0.375,23.0027770996
1479424215889078254,0.00174532923847,0.375,23.0055561066
1479424215909100030,0.00349065847695,0.4375,23.0111103058
1479424215929149299,0.00349065847695,0.375,23.0055561066
1479424215949184948,0.00349065847695,0.3125,23.0111103058
1479424215969247840,0.00349065847695,0.375,23.0083332062
1479424215989267254,0.00349065847695,0.3125,23.0083332062
1479424216009308940,0.00349065847695,0.4375,23.0083332062
1479424216029312603,0.00523598771542,0.5,23.0055561066
1479424216049350273,0.00523598771542,0.375,23.0
1479424216069399492,0.00523598771542,0.5,22.9944438934
1479424216089395275,0.0069813169539,0.625,23.0083332062
1479424216109446692,0.00872664619237,0.625,23.0138893127
1479424216129491752,0.0139626339078,0.75,23.0166664124
1479424216149619950,0.0191986225545,0.625,23.0055561066
1479424216169631248,0.0209439508617,0.6875,23.0111103058
1479424216189638029,0.0261799395084,0.625,23.0138893127
1479424216209633261,0.0296705979854,0.75,23.0222225189
1479424216229689083,0.0331612564623,0.5625,23.019443512
1479424216249704897,0.0331612564623,0.5625,23.0111103058
1479424216269704167,0.0331612564623,0.4375,23.0138893127
1479424216289735342,0.0314159281552,0.1875,23.019443512
1479424216309785583,0.0314159281552,0.25,23.0333328247
1479424216329826038,0.0296705979854,0.1875,23.0333328247
1479424216349887951,0.0279252678156,0.1875,23.0388889313
1479424216369910793,0.0279252678156,0.1875,23.0444450378
1479424216389933506,0.0279252678156,0.25,23.0583324432
1479424216409964821,0.0279252678156,0.375,23.072221756
1479424216430012623,0.0279252678156,0.5625,23.0777778625
1479424216450016768,0.0296705979854,0.625,23.0916671753
1479424216470074902,0.0314159281552,0.625,23.0972213745
1479424216490124518,0.0349065847695,0.625,23.105556488
1479424216510141445,0.0366519130766,0.5625,23.1000003815
1479424216530307364,0.0366519130766,0.5625,23.0944442749
1479424216550242152,0.0349065847695,0.375,23.0944442749
1479424216570270099,0.0349065847695,0.3125,23.1000003815
1479424216590277828,0.0331612564623,0.25,23.1027774811
1479424216610321234,0.0331612564623,0.3125,23.0944442749
1479424216630350956,0.0331612564623,0.375,23.0944442749
1479424216650366546,0.0331612564623,0.25,23.0861110687
1479424216670432722,0.0331612564623,0.1875,23.0916671753
1479424216690437404,0.0331612564623,0.125,23.0861110687
1479424216710464304,0.0331612564623,0.1875,23.0805549622
1479424216730486027,0.0314159281552,0.0,23.0750007629
1479424216750534925,0.0279252678156,0.125,23.0750007629
1479424216770620822,0.0279252678156,0.125,23.072221756
1479424216790690542,0.0261799395084,-0.0625,23.0611114502
1479424216810659401,0.0261799395084,-0.125,23.0611114502
1479424216830689732,0.0244346093386,-0.0625,23.0666675568
1479424216850735348,0.0209439508617,-0.0625,23.0777778625
1479424216870743224,0.0191986225545,-0.1875,23.0777778625
1479424216890937991,0.0139626339078,-0.0625,23.0888881683
1479424216910787885,0.0104719754308,-0.125,23.0972213745
1479424216930838660,0.0069813169539,0.125,23.1194438934
1479424216950872043,0.0069813169539,0.1875,23.1388893127
1479424216970913216,0.0069813169539,0.125,23.1333332062
1479424216991164699,0.0069813169539,0.375,23.1416664124
1479424217011241879,0.0069813169539,0.4375,23.1499996185
1479424217030989486,0.0069813169539,0.5625,23.1666660309
1479424217051056249,0.0104719754308,0.875,23.1749992371
1479424217071099544,0.0157079640776,0.6875,23.1694450378
1479424217091185030,0.0157079640776,0.625,23.1694450378
1479424217111137840,0.0174532923847,0.5625,23.1722221375
1479424217131184649,0.0191986225545,0.5625,23.1833324432
1479424217151233618,0.0191986225545,0.5625,23.177778244
1479424217171244565,0.0174532923847,0.4375,23.177778244
1479424217191411445,0.0174532923847,0.25,23.1749992371
1479424217211304356,0.0157079640776,0.375,23.1833324432
1479424217231355198,0.0157079640776,0.375,23.1916675568
1479424217251442582,0.0174532923847,0.5625,23.1805553436
1479424217271411548,0.0174532923847,0.4375,23.1722221375
1479424217291620313,0.0157079640776,0.5,23.177778244
1479424217311518861,0.0191986225545,0.5,23.1805553436
1479424217331513194,0.0191986225545,0.375,23.1749992371
1479424217351617633,0.0174532923847,0.5,23.1638889313
1479424217371632512,0.0174532923847,0.3125,23.1555557251
1479424217391646466,0.0174532923847,0.25,23.1611118317
1479424217411660458,0.0174532923847,0.375,23.1499996185
1479424217431691314,0.0174532923847,0.25,23.144443512
1479424217451737036,0.0157079640776,0.3125,23.1416664124
1479424217471747981,0.0174532923847,0.3125,23.1416664124
1479424217491790629,0.0174532923847,0.0,23.1333332062
1479424217511822270,0.0157079640776,0.25,23.1222229004
1479424217531869713,0.0157079640776,0.3125,23.1194438934
1479424217551910975,0.0157079640776,0.0625,23.1138896942
1479424217571911375,0.0157079640776,0.125,23.105556488
1479424217591965133,0.0157079640776,0.1875,23.1027774811
1479424217612007922,0.0139626339078,0.25,23.1083335876
1479424217632020055,0.0139626339078,0.25,23.1111106873
1479424217652055732,0.0139626339078,0.4375,23.1111106873
1479424217672074251,0.0157079640776,0.375,23.1111106873
1479424217692118240,0.0157079640776,0.4375,23.105556488
1479424217712164214,0.0139626339078,0.375,23.105556488
1479424217732227511,0.0139626339078,0.4375,23.1027774811
1479424217752225213,0.0139626339078,0.375,23.1083335876
1479424217772283138,0.0139626339078,0.3125,23.1000003815
1479424217792284694,0.0139626339078,0.1875,23.0972213745
1479424217812330330,0.0139626339078,0.625,23.1027774811
1479424217832369519,0.0139626339078,0.5625,23.1027774811
1479424217852408788,0.0139626339078,0.0625,23.1111106873
