timestamp,throttle_input
1479424214780708666,0.415426880121
1479424214800701951,0.414938569069
1479424214820739408,0.414450287819
1479424214840782232,0.415426880121
1479424214860826345,0.414328217506
1479424214880822610,0.414084076881
1479424214900861026,0.411398500204
1479424214920910264,0.411032259464
1479424214940957150,0.410177767277
1479424214960956645,0.409323275089
1479424214980981422,0.404562443495
1479424215001022176,0.40248721838
1479424215021049719,0.402609288692
1479424215041093742,0.402609288692
1479424215061137447,0.401754796505
1479424215081212940,0.40065613389
1479424215101219998,0.399801641703
1479424215121270101,0.398580908775
1479424215141288917,0.398092627525
1479424215161318121,0.397238105536
1479424215181316631,0.397970557213
1479424215201362412,0.397360175848
1479424215221418688,0.396383613348
1479424215241450247,0.395040810108
1479424215261449288,0.396383613348
1479424215281517963,0.396139472723
1479424215301520100,0.395651191473
1479424215321641061,0.396017402411
1479424215341629647,0.395651191473
1479424215361627282,0.395162880421
1479424215381656872,0.394552528858
1479424215401698876,0.393820106983
1479424215421709081,0.395040810108
1479424215441740147,0.393575966358
1479424215461815656,0.394796669483
1479424215481827101,0.393942177296
1479424215501826390,0.393820106983
1479424215521895888,0.394430458546
1479424215541911291,0.394430458546
1479424215561986846,0.394552528858
1479424215581998377,0.394430458546
1479424215601990477,0.393453866243
1479424215622059605,0.393575966358
1479424215642091973,0.395407021046
1479424215662108238,0.394674599171
1479424215682142656,0.394186317921
1479424215702166394,0.395284950733
1479424215722202221,0.395651191473
1479424215742238617,0.395162880421
1479424215762283374,0.395529121161
1479424215782300128,0.394674599171
1479424215802327037,0.394674599171
1479424215822342103,0.395651191473
1479424215842391574,0.395529121161
1479424215862398815,0.395651191473
1479424215882455404,0.395651191473
1479424215902495009,0.394674599171
1479424215922515207,0.394918739796
1479424215942711126,0.395895332098
1479424215962621338,0.395284950733
1479424215982625681,0.397726416588
1479424216002663077,0.400045782328
1479424216022721803,0.40065613389
1479424216042887564,0.403097569942
1479424216062778455,0.407370120287
1479424216082806613,0.410177767277
1479424216102788507,0.411520570517
1479424216122853922,0.413839936256
1479424216142913962,0.416281372309
1479424216162885296,0.420798033476
1479424216182933739,0.423971921206
1479424216203001711,0.426413357258
1479424216223009189,0.42690166831
1479424216243185739,0.424826443195
1479424216263059615,0.427145808935
1479424216283141140,0.427023738623
1479424216303113311,0.425925076008
1479424216323155708,0.425925076008
1479424216343389300,0.426413357258
1479424216363427669,0.42604714632
1479424216383464703,0.425436794758
1479424216403450390,0.425925076008
1479424216423434729,0.425680935383
1479424216443431487,0.424093991518
1479424216463428312,0.422018766403
1479424216483434863,0.420065611601
1479424216503436358,0.418722808361
1479424216523513429,0.420309752226
1479424216543739276,0.419577330351
1479424216563517805,0.420065611601
1479424216583618775,0.419089049101
1479424216603630586,0.417990386486
1479424216623663664,0.415426880121
1479424216643695692,0.414328217506
1479424216663696352,0.414572358131
1479424216683741205,0.414938569069
1479424216703810465,0.415304809809
1479424216723789605,0.415304809809
1479424216743823140,0.415182739496
1479424216763867395,0.414938569069
1479424216783874220,0.415671020746
1479424216803916887,0.415671020746
1479424216823965560,0.414206147194
1479424216843984581,0.414816498756
1479424216864028717,0.414450287819
1479424216884055072,0.409445345402
1479424216904097859,0.405050724745
1479424216924119969,0.397482275963
1479424216944135998,0.389059275389
1479424216964367601,0.383321881294
1479424216984368943,0.382223248482
