timestamp,brake_input
1479424214785277133,0.148241400719
1479424214805295529,0.149141684175
1479424214825418110,0.14805829525
1479424214845392593,0.148470282555
1479424214865337791,0.148256659508
1479424214885400620,0.148653388023
1479424214905429295,0.148516058922
1479424214925645667,0.148561835289
1479424214945524530,0.148897528648
1479424214965527070,0.148592352867
1479424214985610341,0.148760199547
1479424215005624782,0.148332953453
1479424215025612573,0.14805829525
1479424215045654721,0.147753104568
1479424215065691637,0.148516058922
1479424215085696285,0.148424506187
1479424215105755334,0.148393988609
1479424215125802078,0.148485541344
1479424215145838897,0.147997260094
1479424215165827893,0.148271918297
1479424215185915237,0.147829398513
1479424215205931066,0.148439764977
1479424215225978509,0.147859916091
1479424215245976003,0.148668646812
1479424215266006893,0.148409247398
1479424215286041607,0.148989096284
1479424215306087353,0.148622870445
1479424215326087462,0.14738689363
1479424215346103837,0.149156942964
1479424215366167961,0.148149847984
1479424215386220385,0.147951483727
1479424215406214735,0.148455023766
1479424215426267558,0.147997260094
1479424215446284570,0.148332953453
1479424215466313937,0.148439764977
1479424215486350699,0.148607611656
1479424215506397525,0.148485541344
1479424215526429889,0.148455023766
1479424215546478075,0.148363471031
1479424215566477591,0.14905013144
1479424215586502520,0.148531317711
1479424215606532849,0.148622870445
1479424215626619538,0.148348212242
1479424215646638387,0.148485541344
1479424215666664715,0.149004355073
1479424215686676454,0.14822614193
1479424215706701284,0.148119330406
1479424215726781766,0.148317694664
1479424215746763670,0.148485541344
1479424215766784859,0.147829398513
1479424215786840135,0.148439764977
1479424215806879005,0.148424506187
1479424215826892474,0.148210883141
1479424215846913973,0.148485541344
1479424215866953201,0.148851752281
1479424215887014218,0.148134589195
1479424215907030188,0.148729681969
1479424215927054098,0.148332953453
1479424215947099518,0.148332953453
1479424215967147757,0.148653388023
1479424215987147905,0.148805975914
1479424216007193201,0.148500800133
1479424216027239306,0.148271918297
1479424216047237075,0.148668646812
1479424216067280966,0.148241400719
1479424216087341024,0.147951483727
1479424216107326760,0.148302435875
